name,kategorie,lat,lng,beschreibung,link
Richtstätte Gugalea,Richtstätten,48.3631,14.419377,"1272 - 1756 Richtstätte Markt Gallneukirchen, Steinsäule Penkenberg",https://www.meinbezirk.at/urfahr-umgebung/c-lokales/penkenberg-marterl-wieder-am-urspruenglichen-ort_a1600211
Ramesberger,Galgenhäuser,48.364094,14.412216,500m westlich der Richtstätte Gugalea (Ram = Rabe) JL,https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1603077.2014747118%2C6166874.24766082%2C1607518.9094152208%2C6168186.8147559045&map-list=1&layers=here-aerial%2C163%2C165
Abdeckerhaus Hagenberg,Abdecker,48.36494,14.504952,Abdeckerhaus am Zlaim,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=67226
Wasenmeisterjaus Peuerbach,Abdecker,48.36538,13.787809,Wasenmeisterhaus in der Leithen,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=16262
Abdecker Bad Mühllacken,Abdecker,48.3712,14.0754,"Feldmetzgerhäusl in der Waid, Wasenmaisterhaus",https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=58168
Rabenstein,Indizort,48.374834,13.901476,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Unterrrader,Indizort,48.3748442,13.46380479,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Oberrader,Indizort,48.37713411,13.45961621,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Rotes Kreuz,Kleindenkmäler,48.37781,14.02188,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Todengraber,Indizort,48.37897916,13.45330038,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Hochgericht,Richtstätten,48.380144,14.02425,"Landgericht Schaunburg, Fundament gut erhalten",
beim Galgenholz,Flurnamen,48.38019,14.01743,,
Rader,Indizort,48.38597821,13.43677241,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Wasenmeister Laufenbach,Abdecker,48.38673,13.51557,Abdeckersölden und Wasenmeisterei,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=46903
Rabner,Indizort,48.388595,13.748614,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Rathmayr,Indizort,48.38905931,13.74858301,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Totengraberhäusl,Indizort,48.3912752,13.64986894,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgenweberhäusl,Galgenhäuser,48.39396,14.295556,"Wildberg 39, Haslgraben 13",https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=62634
Schedlgut,Indizort,48.39441801,13.75837963,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Kleinschedlgut,Indizort,48.3948744,13.75778298,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgen,Richtstätten,48.39501,14.29623,"Nähe Schloss Wildberg, JL",https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1590121.1488223206%2C6170735.200556368%2C1594482.8367488435%2C6172452.645035651&map-list=1&layers=163%2C165
Schörgengrub,Indizort,48.3952128,13.6147196,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Scheibenbirgl,Indizort,48.39594385,13.67152989,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Scheibenreifgut,Indizort,48.3975833,14.1816275,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schedlbergergut,Indizort,48.39898326,13.75857894,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schedlbergerhäusl,Indizort,48.3993731,13.7534237,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Zwickelrader Sölde,Indizort,48.40272568,13.60789911,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Zwickelrader Forst,Indizort,48.4045278,13.60661461,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schedlbergerhaus,Indizort,48.40465,14.296142,Wildberg 15,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=62641
Galgenlüsse,Flurnamen,48.4054,14.833204,Der Flurname deutet auf den Galgen hin,https://www.ooegeschichte.at/media/migrated/bibliografiedb/hbl1993_1_50-58.pdf
Radmannsölde,Indizort,48.40585427,13.60580358,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schedlgut,Indizort,48.40791794,13.78684568,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Kroneder,Indizort,48.40906,14.812019,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Rader,Indizort,48.40996006,13.67934753,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Richtergut,Indizort,48.4164881,14.1945196,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Raad,Indizort,48.4245717,13.61210673,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Radergut,Indizort,48.4253392,14.20197079,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
in der Scheiben,Indizort,48.42727241,14.31441938,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Pranger Hellmonsödt,Pranger,48.43170519,14.29975078,"Als Zeichen des Rechts wurde am Pranger die Freihand, auch Freyung genannt, ausgesteckt. (heute im Gemeindeamt aufbewahrt). ",https://www.ooegeschichte.at/forschung/kleindenkmal/110916
Rothe Lacken,Indizort,48.43230407,14.31522523,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Hof in der Scheiben,Indizort,48.43534721,14.87697729,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schinderhölzl,Indizort,48.43782238,14.30939056,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Wasenmeisterhäusl Unterweißenbach,Abdecker,48.43842,14.77998,Wasenmeisterhäusl,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=74024
Abdecker,Abdecker,48.438652,14.31617,Abdeckerhaus,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=62975
Ramersberg,Indizort,48.440697,13.986155,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgen,Richtstätten,48.44233,14.0528,JL – Josephinische Landesaufnahme (1775–1777),https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1562663.7537159151%2C6180031.820622208%2C1567025.441642438%2C6181749.265101491&map-list=1&layers=163%2C165
Schörgenbichlhäusl,Indizort,48.4425863,14.18893999,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Pranger Kefermarkt,Pranger,48.443034,14.538623,um ca. 1479 errichtet,https://de.m.wikipedia.org/wiki/Datei:Pranger_Kefermarkt.JPG
Pranger St. Leonhard,Pranger,48.44331,14.67775,"Schlanker Obelisk, bezeichnet 1759, daneben erneuerter mast mit Schwertarm auf originalem Stein, der vermutlich zur Aufnahme der Marktfreihe diente.",https://de.m.wikipedia.org/wiki/Datei:Sankt_Leonhard_Pranger.JPG
Galgenauerhäusl,Galgenhäuser,48.44417,14.053463,"Häusl in der Gallnau, Galgenauerhäusl",https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=57657
Strafenberg,Indizort,48.4549784,14.6539305,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Totengraberhäusl,Abdecker,48.456375,13.4494,Totengraberhäusl,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=43870
Galgenau,Flurnamen,48.45711,14.03629,,
Abdecker,Abdecker,48.457391,13.44967,Wasenmeisterhaus,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=43882
Hochgericht Oberneukirchen,Richtstätten,48.45927,14.226136,"Zwei dreischläfrige Galgen nebeneinander in JL eingetragen, Herrschaft Lobenstein",https://www.ooegeschichte.at/ausstellungen/schande-folter-hinrichtung/oertliche-und-sprachliche-tradition/richtstaettenarchaeologie
Wasenmeister,Abdecker,48.45944,14.52178,"Wasenmeisterhäusl, altes",https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=67739
Galgen Weinberg,Richtstätten,48.46515,14.5,"Landgericht Weinberg, 1638 belegt, JL",https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1612699.4487627535%2C6183532.564882186%2C1617061.1366892764%2C6185250.009361469&map-list=1&layers=163%2C165
Ganglsiedlung,Flurnamen,48.46563,14.50115,,
Abdecker,Abdecker,48.46597,14.52529,Abdeckerhäusl,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=67873
Galgenbach,Flurnamen,48.466931,14.4967,OSM,https://www.openstreetmap.org/#map=17/48.462998/14.502795
Rabenberg,Indizort,48.466945,14.718162,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
"Richtstätte ""Drei Linden"" in Hofkirchen",Richtstätten,48.467287,13.821708,Richtplatz des Hochgerichts Marsbach. Letzte Hinrichtung 1848,https://data.matricula-online.eu/de/oesterreich/oberoesterreich/hofkirchen-im-muehlkreis/306%252F1848/?pg=3
Scheibe,Flurnamen,48.46751,13.819978," Der Flurname weist hier ziemlich sicher auf die nahe Richtstätte hin auf der „gerädert“ wurde, „Radscheiben“.",
Galgenau,Flurnamen,48.46874,14.49939,JL – Josephinische Landesaufnahme (1775–1777),https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1612699.4487627535%2C6183532.564882186%2C1617061.1366892764%2C6185250.009361469&map-list=1&layers=163%2C165
Wasenmeister,Abdecker,48.469944,13.819502,Abdeckerhaus,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=52761
Pranger Lasberg,Pranger,48.47088,14.53955,Entstehung: 1600 - 1700,https://de.m.wikipedia.org/wiki/Datei:Lasberg_Pranger.JPG
Galgen Weitersfelden,Richtstätten,48.47133,14.706111,"Landgericht Harrachstal, gut erhalten, 1570 erbaut",https://www.muehlviertel.at/oesterreich-poi/detail/430027418/galgenbuehel.html
Rabenbergerhofstatt,Indizort,48.471596,14.296056,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgen Schärding,Richtstätten,48.47391,13.444945,Gericht am Kreuzberg,
"Richtstattweg, Kreuzberg",Flurnamen,48.47425,13.44766,,
Richtstattweg,Indizort,48.474251,13.447663,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Hinrichtungsstätte auf der Ochsenwoad / Kröpflsberg,Richtstätten,48.474785,14.2017746,"der legende nach wurde hier am 10.7.1746 Elisabeth Höfflerin, würthin und Pökhin zu Waldkirchen, durch das Schwert hingerichtet",https://www.ooegeschichte.at/forschung/kleindenkmal/265231
Gerichtslinden Waxenberg,Flurnamen,48.47695895,14.1906354,"wahrscheinlich um das Jahr 1650 gepflanzt, als das Land- und Blutgericht Waxenberg in d das Schloss verlegt wurde",https://www.ooegeschichte.at/forschung/kleindenkmal/265199
Rabenberg,Indizort,48.478322,14.713884,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schörgenhub,Indizort,48.4786311,14.02316215,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Pranger Hofkirchen,Pranger,48.48288,13.8106,Auf dem Pranger sind die Jahreszahlen 1535 und 1735 zu lesen.,http://rat.imareal.sbg.ac.at/streitt/oo-landesmuseum/hofkirchen-pranger
Wasenmeister Münzkirchen,Abdecker,48.483471,13.57521,Wasenmeisterhaus vorn Thanraderholz,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=49369
Gut am Rabenstein,Indizort,48.486925,14.717448,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1636972.1195724148%2C6187491.309218608%2C1641413.8275129239%2C6188803.876313692&map-list=1&layers=163%2C165
Galgen,Richtstätten,48.4877,13.78822,JL – Josephinische Landesaufnahme (1775–1777),https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1533231.9882192889%2C6187062.103172189%2C1537593.6761458118%2C6188779.547651472&map-list=1&layers=163%2C165
Galgen Arbesbach,Richtstätten,48.49025,14.94654,"gemauerte Säulen aus Bruchstein mit einer Sockelmauer von kreisförmigen Grundriss, sehr gut erhalten",https://www.marterl.at/suche/detail?oid=11703
Hochgericht Freistadt,Richtstätten,48.49037,14.50452,"Landgericht Freistadt, JL",https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1613217.0199677178%2C6187846.538771669%2C1617578.7078942407%2C6189563.983250952&map-list=1&layers=here-aerial%2C163%2C165
Galgen Rannariedl,Richtstätten,48.49091,13.75848,"Hochgericht des Landgerichts Rannariedl, eine Säule gut erhalten.",https://www.lefnaer.com/recht/galgen_Galgen%20Rannariedl.html
Arme-Sünder-Kapelle,Kleindenkmäler,48.49131,13.75994,"Fünf Gehminuten vom Galgen, gut erhalten",https://www.lefnaer.com/recht/galgen_Galgen%20Rannariedl.html
Wasenmeister,Abdecker,48.49216,13.75988,Dienerhaus mit Wasenmeisterei,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=52296
Schedelmaiergut,Galgenhäuser,48.4922,14.509653,"Schedelmaiergut, 400m nordöstlich vom Hochgericht Freistadt",https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=67277
Schwerdtführer,Indizort,48.4935322,13.6867499,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Wasenmeisterhäusl im Graben,Abdecker,48.496729,14.013267,Wasenmeisterhäusl im Graben,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=56843
Wasenmeister Traberg,Abdecker,48.504401,14.21893,Wasenmeisterwerkstatt in Traberg,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=61184
Galgenhügel,Richtstätten,48.50481,15.51456,Das Hochgericht befand sich zentral im Landgericht Gföhl gelegen.,https://www.lefnaer.com/recht/galgen_Galgenreste%20Gfoehl.html
Hussitenkreuz,Kleindenkmäler,48.50501,15.51686,in der Nähe des Pfeilers stand der gemauerte Galgen der Herrschaft von Gföhl die die Höhere Gerichtsbarkeit inne hatte,https://www.flickr.com/photos/112388998@N03/51280055247
Raad,Indizort,48.50590187,13.7063643,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Abdeckerhäusel am Mühlholz,Abdecker,48.50762,13.79222,Abdeckerhäusel am Mühlholz,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=52484
am Rabensteig,Indizort,48.510731,14.403578,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",https://maps.arcanum.com/de/map/europe-19century-secondsurvey/?bbox=1598844.3664700463%2C6191003.926368344%2C1607727.782351064%2C6193629.060558512&map-list=1&layers=158%2C164
Aschedlhofstatt,Indizort,48.51076684,14.01316223,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Abdecker,Abdecker,48.51096,14.506307,Abdeckerhäusl,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=67119
Galgen Engelhartszell,Richtstätten,48.51126,13.7205,Nur mehr geringe Spuren (Pfostenlöcher) weisen auf die ehem.Richtstätte auf der Galgenleiten bei Engelhartszell hin.,https://www.lefnaer.com/recht/galgen_Galgenpfostenloecher%20Engelhartszell.html
Galgenleiten,Flurnamen,48.51157,13.721539,"Galgenleithen, FK Franziszeischder Kataster",https://maps.arcanum.com/de/map/cadastral/?bbox=1525035.8369675754%2C6191441.481777993%2C1529392.7475798302%2C6193158.926257276&map-list=1&layers=3%2C4
Rothbühel,Indizort,48.51629517,13.59427131,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgen,Richtstätten,48.52947,14.50541,"hier stand das Galgenmarterl, ein rotes Kreuz. Übergabestelle der Malefizpersonen. In der Nähe stand der Galgen.",
Richterberg,Indizort,48.53150614,14.80052844,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Abdecker,Abdecker,48.53373,14.36788,,
Scheibner,Indizort,48.53940967,14.16523067,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schedlhäusl,Indizort,48.5426989,14.3827744,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
"Schergeneck, Rottbauer",Indizort,48.54540685,13.58645891,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schedlgut,Indizort,48.54635041,14.35043852,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Todtengraber,Indizort,48.54766134,13.5805079,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Abdecker Rainbach,Abdecker,48.54777,14.470292,,
Abdecker,Abdecker,48.55023,13.887544,,
Scheiben,Indizort,48.55131764,14.41877774,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schedlhaus,Indizort,48.55476375,14.35583338,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Rader,Indizort,48.55579125,13.44829203,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Scheiben,Indizort,48.55921579,14.44357278,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Schwertschmiede,Indizort,48.56552051,13.49333272,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Bildstock beim Gerichtsbühel,Kleindenkmäler,48.56621,15.33886,"Am Gerichtsbühel, wo die Wege von Marbach und Rastenberg gegen Rastenfeld zusammentreffen, stand der Galgen und ist noch der Bildstock mit dem Bilde der schmerzhaften Gottesmutter vorhanden, wo die Verurteilten ihr letztes Gebet sprechen konnten. Schon 1456 wird das Galgenfeld (ursprünglicher Richtplatz am alten Lichtenfelser Wege) erwähnt und 1563 der Acker an der Marter beim Gericht.",https://www.marterl.at/suche/detail?oid=8302&cHash=2ee566950ea5ea0cb1274b5633232693
Galgenfeld Rastenfeld,Flurnamen,48.57842,15.31766,FK Franziszeischder Kataster,https://maps.arcanum.com/de/map/cadastral/?bbox=1703443.9150086644%2C6203015.304232853%2C1707441.3327222655%2C6204196.495185574&map-list=1&layers=3%2C4
Scheibenacker,Indizort,48.57843844,13.83215178,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgenberg,Flurnamen,48.58517,14.55512,"zwischen Windhaag bei Freistadt und Pieberschlag, Galgenberg (JL)",https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1619075.4997948513%2C6203773.190582378%2C1623437.1877213742%2C6205490.635061661&map-list=1&layers=163%2C165
Galgen,Richtstätten,48.585587,14.55269,"zwischen Windhaag bei Freistadt und Pieberschlag, Galgenberg (JL)",https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1619075.4997948513%2C6203773.190582378%2C1623437.1877213742%2C6205490.635061661&map-list=1&layers=163%2C165
Todtenauen,Indizort,48.59144784,13.82165915,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgen,Richtstätten,48.59837,15.180291,letzte öffentliche Hinrichtung in Zwettl im Jahre 1836,https://zcrux.zwalk.at/galgenkreuz-48-599274-15-180745/
Krobauer,Indizort,48.600726,13.846171,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Hangern,Flurnamen,48.60448,13.819,"Hanging, JL, FL",https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1534354.0951156863%2C6205652.0839706985%2C1542293.9914288088%2C6210376.847781575&map-list=1&layers=163%2C165
Pranger Leopoldschlag,Pranger,48.615293,14.50338,"Um 1500, achteckige Säule auf Grundplatte mit aufgesetzen Halbkugeln, Halsschloss und Eisenspitze",https://de.m.wikipedia.org/wiki/Datei:Leopoldschlag-Pranger.jpg
Galgen,Flurnamen,48.61619,14.50262,"Die Flurnamen Galgen im Geiseneggerbühel, Gerichtsholz und Schergengraben auf dem Hussenberg sind im Dorf überliefert.",
Galgenplatz Peilstein,Richtstätten,48.61946,13.92138,"Im Jahr 1710 wurde das letzte Todesurteil vollstreckt. Auf einem, von einer Steinmauer umgebenen, künstlich angelegten Hügel im Ausmaß von 5x3,5m richtete man den Galgen auf. Heute ist diese ehemalige Richtstätte noch deutlich erkennbar. Sie befindet sich am Beginn des sagenumwobenen Schneidergrabens",http://rat.imareal.sbg.ac.at/streitt/flurnamen/peilstein-galgenplatz-bei-steinberg
Marienkapelle am Galgenberg,Kleindenkmäler,48.62471,14.032791,"Armesünderkapelle, hier sprachen die Delinquenten ihr letztes Gebet",
Galgen St. Oswald,Richtstätten,48.62477,14.032994,Richtstätte Pfleggerichts Lichtenau. Beim Straßenbau kam es zu Knochenfunden. Ein steinernes Marterl mit der Jahreszahl 1668 erinnert an die Richtstätte.,
Galgenberg,Flurnamen,48.62489,14.03329,Dieser Ort hat dem Pfleggericht Lichtenau als Richtstätte gedient (Tafel vor Ort),"https://www.komoot.com/de-de/plan/tour/d09AuXeYgDWGSc=FveABNMhk8gA/@48.6245498,14.0338068,17.134z?waypoint=hl:3699767"
Marterl,Kleindenkmäler,48.6249,14.03308,Ein steinernes Marterl mit der Jahreszahl 1668,"https://www.komoot.com/de-de/plan/tour/d09AuXeYgDWGSc=FveABNMhk8gA/@48.6245498,14.0338068,17.134z?waypoint=hl:3699767"
Galgen,Richtstätten,48.6319,15.05372,Fundament eines dreischläfrigen Galgens erhalten<br><img src='bilder/galgenbergnoe.png' alt='Galgenberg zwischen Jagenbach und Rieggers'style='width:260px;border-radius:8px;margin-top:6px;'>,
Wasenmeister Heinrichsberg,Abdecker,48.640549,13.841254,Wasenmeister,https://doris.ooe.gv.at/themen/geschichte/hofnamenreport.aspx?hn_nr=53210
Galgen Aigen-Schlägel,Richtstätten,48.64106,13.9796,"nebenbei fließt der Galgenbach, JL",https://maps.arcanum.com/de/map/europe-18century-firstsurvey/?bbox=1552724.4806603584%2C6212506.597134865%2C1561447.8565134043%2C6215941.486093431&map-list=1&layers=163%2C165
Scheibenfeld,Flurnamen,48.64412,13.98623," Der Flurname weist hier ziemlich sicher auf die nahe Richtstätte hin auf der „gerädert“ wurde, „Radscheiben“.",
Ram- oder Landrichterhof,Flurnamen,48.664338,14.99991,"Der Name Ramhof könnte auf ‚Raben‘ zurückgehen – jene Aasvögel, die sich an Galgenplätzen sammelten. In vielen Regionen markierten Flurnamen mit ‚Raben–‘, ‚Rapp–‘ oder ‚Ram–‘ die Nähe zu einer Richtstätte oder Wasenmeisterei. Ob dies auch hier zutrifft, lässt sich erst durch ältere Katasterquellen und Flurnamennachweise klären.",
Scheibenbühel,Indizort,48.68149238,13.86241883,"Ort mit topographischen oder toponymischen Hinweisen auf eine Richtstätte im näheren Umfeld, jedoch ohne urkundlichen Nachweis.",
Galgenberg Weitra,Flurnamen,48.69392,14.91341,"FL, FK: Gerichtsfeld",https://maps.arcanum.com/de/map/europe-19century-secondsurvey/?bbox=1656407.0236052338%2C6221789.553057569%2C1665290.4394862514%2C6224414.687247737&map-list=1&layers=158%2C164
Rotes Kreuz Weitra,Kleindenkmäler,48.69555,14.90767,"etwa 450m westlich vom Galgenberg, an der Grenze. Delinquenten-Übergabestelle?",https://www.marterl.at/fileadmin/user_upload/Publikationen/Rote_Kreuze_in_Niederoesterreich.pdf
Galgen Kirchberg am Walde,Richtstätten,48.73403,15.07393,"zwei ca. 5m hohe Granitpfeiler, die sich nach oben etwas verjüngen",https://www.kirchbergamwalde.at/Galgen
Rotes Kreuz Drosendorf,Kleindenkmäler,48.862366,15.644742,"am Galgenberg, 550m östlich vom Hochgericht",https://www.marterl.at/fileadmin/user_upload/Publikationen/Rote_Kreuze_in_Niederoesterreich.pdf
Galgenleiten,Flurnamen,48.86356,15.63469,FK,https://maps.arcanum.com/de/map/cadastral/?bbox=1736328.429369287%2C6249950.238883357%2C1745211.8452503048%2C6252575.373073525&map-list=1&layers=3%2C4
Hochgericht Drosendorf,Richtstätten,48.864163,15.63707,JL und FL und FK,https://maps.arcanum.com/de/map/cadastral/?bbox=1740037.3783383416%2C6251228.168046858%2C1742258.232308596%2C6251884.451594401&map-list=1&layers=3%2C4
Galgenfeld,Flurnamen,48.93273,15.078816,,
